

Utah (PST) SNOTEL Site Timpanogos Divide - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Mon Nov 25 14:58:54 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,SMS.I-1:-2 (pct)  (silt),SMS.I-1:-8 (pct)  (silt),SMS.I-1:-20 (pct)  (silt),STO.I-1:-2 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,BATT.I-1 (volt) ,
820,2013-01-29,,    11.1,    13.3,   -12.4,    -4.8,   -13.4,   -10.0,      38,     7.1,    14.0,     3.8,     0.6,     1.1,     1.9,     0.1,     0.2,     0.2,    6.24,    8.98,    5.06,   12.75,
820,2013-01-30,,    11.5,    13.6,    -8.6,    -4.8,   -12.5,    -9.8,      38,     7.4,    14.9,     3.8,     0.6,     1.1,     1.9,     0.1,     0.1,     0.2,    6.35,    9.35,    5.09,   12.73,
820,2013-01-31,,    12.0,    14.0,    -3.3,    -2.4,    -9.2,    -4.8,      46,     7.0,    14.0,     4.4,     0.6,     1.1,     1.9,     0.1,     0.2,     0.1,    6.21,    8.99,    5.27,   12.78,
820,2013-02-01,,    12.0,    14.0,    -4.3,     1.0,    -6.1,    -2.7,      44,     7.3,    14.4,     4.0,     0.6,     1.1,     1.9,     0.1,     0.1,     0.2,    6.33,    9.15,    5.15,   12.78,
820,2013-02-02,,    12.0,    14.0,    -6.6,     2.5,    -7.6,    -3.0,      43,     7.4,    14.4,     4.1,     0.6,     1.1,     1.9,     0.1,     0.1,     0.2,    6.37,    9.16,    5.16,   12.75,
820,2013-02-03,,    12.0,    14.0,    -2.9,     5.3,    -8.7,    -2.4,      42,     7.6,    14.0,     4.5,     0.7,     1.1,     1.9,     0.1,     0.2,     0.1,    6.43,    8.96,    5.31,   12.76,
820,2013-02-04,,    12.0,    14.0,    -5.0,     7.1,    -5.6,    -1.4,      41,     6.9,    14.3,     4.6,     0.7,     1.1,     1.9,     0.1,     0.2,     0.1,    6.19,    9.09,    5.36,   12.74,
820,2013-02-05,,    12.0,    14.0,    -3.4,     3.3,    -6.8,    -2.5,      41,     7.2,    14.7,     4.3,     0.7,     1.1,     1.9,     0.1,     0.1,     0.2,    6.30,    9.29,    5.24,   12.74,
820,2013-02-06,,    12.0,    14.0,     1.4,    10.9,    -3.9,     2.4,      40,     8.0,    14.7,     4.0,     0.7,     1.1,     1.9,     0.1,     0.1,     0.2,    6.59,    9.29,    5.14,   12.77,
820,2013-02-07,,    12.0,    14.0,    -7.5,     6.3,    -8.7,    -1.9,      40,     7.6,    14.4,     4.2,     0.7,     1.1,     1.9,     0.1,     0.2,     0.2,    6.43,    9.15,    5.20,   12.73,
820,2013-02-08,,    12.0,    14.0,    -5.0,     5.5,    -9.7,    -2.9,      40,     7.5,    14.2,     3.5,     0.7,     1.1,     1.9,     0.1,     0.2,     0.2,    6.38,    9.07,    4.98,   12.74,
820,2013-02-09,,    12.6,    14.2,    -7.4,     0.2,    -7.4,    -4.2,      42,     7.7,    14.2,     4.6,     0.7,     1.1,     1.9,     0.1,     0.2,     0.1,    6.46,    9.04,    5.34,   12.73,
820,2013-02-10,,    12.8,    14.3,   -12.6,    -3.1,   -12.6,    -8.0,      43,     7.7,    13.9,     4.1,     0.7,     1.1,     1.9,     0.1,     0.2,     0.2,    6.48,    8.95,    5.18,   12.73,
820,2013-02-11,,    12.8,    14.3,   -12.6,    -2.4,   -14.4,    -9.6,      42,     8.3,    14.6,     3.9,     0.7,     1.1,     1.9,     0.1,     0.1,     0.2,    6.71,    9.24,    5.09,   12.74,
820,2013-02-12,,    12.8,    14.3,   -13.3,    -1.9,   -16.4,   -11.6,      43,     8.2,    14.4,     4.3,     0.7,     1.2,     1.9,     0.1,     0.2,     0.2,    6.68,    9.13,    5.25,   12.71,
820,2013-02-13,,    13.0,    14.4,    -9.4,    -2.5,   -16.4,   -10.5,      43,     7.3,    14.6,     4.5,     0.7,     1.1,     1.9,     0.1,     0.1,     0.1,    6.34,    9.26,    5.33,   12.73,
820,2013-02-14,,    13.0,    14.4,    -3.9,    -0.7,   -11.7,    -6.4,      43,     7.4,    14.4,     4.6,     0.7,     1.1,     1.9,     0.1,     0.2,     0.1,    6.37,    9.15,    5.34,   12.74,
820,2013-02-15,,    13.0,    14.4,    -9.2,     1.8,    -9.8,    -4.4,      43,     8.0,    14.2,     4.0,     0.7,     1.1,     1.9,     0.1,     0.2,     0.2,    6.59,    9.04,    5.15,   12.72,
820,2013-02-16,,    13.0,    14.4,    -7.7,     2.7,   -10.8,    -5.6,      41,     7.7,    14.1,     4.3,     0.7,     1.2,     1.9,     0.1,     0.2,     0.2,    6.48,    9.01,    5.23,   12.72,
820,2013-02-17,,    13.2,    14.6,     2.6,     6.6,    -7.8,    -0.5,      43,     7.6,    14.3,     4.6,     0.7,     1.1,     1.8,     0.1,     0.2,     0.1,    6.45,    9.12,    5.34,   12.74,
820,2013-02-18,,    13.2,    14.6,   -12.3,     3.8,   -12.2,    -2.8,      43,     7.4,    14.5,     4.3,     0.8,     1.2,     1.9,     0.1,     0.1,     0.2,    6.36,    9.19,    5.25,   12.70,
820,2013-02-19,,    13.3,    14.6,    -3.9,     0.3,   -14.0,    -6.7,      42,     7.8,    14.0,     3.9,     0.8,     1.2,     1.8,     0.1,     0.2,     0.2,    6.53,    8.96,    5.11,   12.72,
820,2013-02-20,,    13.3,    14.6,    -4.0,     4.9,    -5.9,    -2.0,      42,     8.2,    14.8,     4.2,     0.7,     1.1,     1.8,     0.1,     0.1,     0.2,    6.65,    9.32,    5.21,   12.74,
820,2013-02-21,,    13.3,    14.6,    -6.6,     2.5,    -8.2,    -3.7,      42,     7.1,    14.7,     4.7,     0.8,     1.2,     1.8,     0.2,     0.1,     0.1,    6.25,    9.27,    5.37,   12.71,
820,2013-02-22,,    13.3,    14.6,   -11.9,    -3.0,   -12.6,    -8.1,      42,     7.2,    14.8,     4.3,     0.8,     1.2,     1.8,     0.1,     0.1,     0.2,    6.28,    9.32,    5.25,   12.70,
820,2013-02-23,,    13.4,    14.7,    -9.8,    -2.6,   -12.8,    -8.5,      43,     7.6,    14.4,     4.8,     0.8,     1.1,     1.8,     0.1,     0.2,     0.1,    6.45,    9.15,    5.40,   12.72,
820,2013-02-24,,    13.6,    15.0,   -11.0,    -3.9,   -11.1,    -8.6,      48,     8.1,    14.2,     4.5,     0.8,     1.1,     1.8,     0.1,     0.2,     0.1,    6.62,    9.04,    5.33,   12.72,
820,2013-02-25,,    13.6,    15.0,   -12.8,    -2.3,   -14.2,    -9.6,      47,     7.8,    14.5,     4.7,     0.8,     1.1,     1.8,     0.1,     0.2,     0.1,    6.53,    9.17,    5.39,   12.70,
820,2013-02-26,,    13.6,    15.0,    -8.9,     0.6,   -15.0,    -7.6,      46,     7.3,    14.6,     4.8,     0.8,     1.1,     1.8,     0.1,     0.1,     0.1,    6.34,    9.22,    5.41,   12.72,
820,2013-02-27,,    13.6,    15.0,   -14.7,    -2.7,   -15.4,    -9.1,      46,     7.8,    14.4,     4.4,     0.8,     1.2,     1.8,     0.1,     0.2,     0.1,    6.50,    9.13,    5.28,   12.69,
820,2013-02-28,,    13.6,    15.0,   -10.2,    -1.3,   -15.9,    -9.6,      46,     7.2,    14.8,     4.4,     0.8,     1.1,     1.8,     0.1,     0.1,     0.1,    6.27,    9.32,    5.29,   12.70,
820,2013-03-01,,    13.7,    15.2,    -1.3,     0.7,   -11.4,    -3.5,      45,     7.5,    14.4,     3.6,     0.7,     1.1,     1.8,     0.1,     0.2,     0.2,    6.38,    9.15,    5.00,   12.73,
820,2013-03-02,,    13.7,    15.2,    -3.4,     6.5,    -5.0,    -0.6,      44,     7.2,    14.7,     4.7,     0.7,     1.1,     1.8,     0.1,     0.1,     0.1,    6.30,    9.29,    5.40,   12.72,
820,2013-03-03,,    13.7,    15.2,     3.5,    11.4,    -4.2,     3.2,      42,     8.2,    14.4,     4.3,     0.7,     1.1,     1.8,     0.1,     0.2,     0.2,    6.67,    9.13,    5.25,   12.73,
820,2013-03-04,,    13.9,    15.4,    -1.3,     4.6,    -1.2,     0.7,      45,     8.0,    14.7,     4.4,     0.7,     1.1,     1.8,     0.1,     0.1,     0.1,    6.60,    9.26,    5.29,   12.73,
820,2013-03-05,,    13.9,    15.4,   -10.4,    -0.4,   -11.0,    -5.1,      45,     7.8,    14.5,     4.2,     0.7,     1.1,     1.8,     0.1,     0.2,     0.2,    6.49,    9.18,    5.20,   12.69,
820,2013-03-06,,    13.9,    15.4,     0.0,     9.5,   -11.3,     0.3,      43,     7.6,    14.3,     4.5,     0.7,     1.1,     1.8,     0.1,     0.2,     0.1,    6.43,    9.09,    5.31,   12.73,
820,2013-03-07,,    13.9,    15.4,    -0.3,     6.7,    -2.1,     2.5,      43,     7.7,    14.3,     4.4,     0.7,     1.1,     1.8,     0.1,     0.2,     0.1,    6.48,    9.09,    5.27,   12.73,
820,2013-03-08,,    13.9,    15.4,    -1.1,     7.0,    -2.5,     1.1,      42,     7.5,    14.6,     4.7,     0.7,     1.1,     1.8,     0.1,     0.1,     0.1,    6.38,    9.23,    5.38,   12.73,
820,2013-03-09,,    13.9,    15.5,    -1.5,     3.1,    -2.1,    -0.4,      42,     7.8,    14.3,     4.4,     0.7,     1.1,     1.8,     0.1,     0.2,     0.1,    6.53,    9.09,    5.27,   12.72,
820,2013-03-10,,    13.9,    15.5,    -6.0,     5.7,    -6.1,    -1.0,      43,     8.0,    14.5,     4.4,     0.7,     1.1,     1.8,     0.1,     0.2,     0.1,    6.60,    9.18,    5.29,   12.73,
820,2013-03-11,,    13.9,    15.5,    -3.2,     6.4,    -6.6,    -1.5,      43,     7.3,    15.0,     4.2,     0.7,     1.1,     1.8,     0.2,     0.1,     0.2,    6.31,    9.42,    5.22,   12.74,
820,2013-03-12,,    13.9,    15.5,     0.6,     4.8,    -3.5,     0.6,      43,     7.5,    14.8,     3.9,     0.7,     1.1,     1.8,     0.1,     0.1,     0.2,    6.39,    9.31,    5.10,   12.75,
820,2013-03-13,,    13.9,    15.5,     0.1,     8.0,    -0.9,     2.3,      42,     8.2,    14.8,     4.3,     0.7,     1.1,     1.7,     0.1,     0.1,     0.2,    6.67,    9.32,    5.25,   12.73,
820,2013-03-14,,    13.8,    15.5,     3.3,    11.2,    -1.0,     5.0,      40,    10.8,    14.7,     4.1,     0.7,     1.1,     1.7,     0.1,     0.2,     0.2,    7.66,    9.29,    5.17,   12.74,
820,2013-03-15,,    13.5,    15.5,     9.6,    14.5,     3.0,     8.8,      39,    18.3,    15.8,     4.4,     0.6,     1.0,     1.7,     0.1,     0.1,     0.2,   10.92,    9.75,    5.29,   12.74,
820,2013-03-16,,    13.0,    15.5,     5.3,    13.9,     4.9,     8.6,      37,    22.3,    22.9,     3.7,     0.6,     1.0,     1.7,     0.1,     0.1,     0.2,   12.99,   13.31,    5.03,   12.74,
820,2013-03-17,,    12.7,    15.5,     4.1,     8.4,     1.0,     4.8,      36,    22.4,    26.6,     4.0,     0.5,     0.9,     1.7,     0.1,     0.1,     0.2,   13.05,   15.59,    5.14,   12.74,
820,2013-03-18,,    12.1,    15.5,    -2.9,     4.1,    -4.9,    -0.6,      35,    18.0,    25.3,     3.7,     0.6,     0.9,     1.6,     0.1,     0.2,     0.2,   10.81,   14.75,    5.05,   12.71,
820,2013-03-19,,    11.9,    15.5,    -1.2,     2.8,    -5.6,    -1.3,      35,    17.3,    24.8,     5.5,     0.6,     0.9,     1.6,     0.1,     0.1,     0.2,   10.46,   14.45,    5.68,   12.71,
820,2013-03-20,,    11.8,    15.5,    -1.3,     6.3,    -5.4,     0.0,      35,    17.3,    24.4,     7.1,     0.6,     0.9,     1.6,     0.1,     0.1,     0.2,   10.49,   14.19,    6.24,   12.72,
820,2013-03-21,,    12.0,    15.7,     3.3,     4.7,    -1.6,     1.6,      38,    16.9,    24.5,     7.5,     0.6,     0.9,     1.6,     0.1,     0.1,     0.2,   10.26,   14.28,    6.41,   12.73,
820,2013-03-22,,    12.0,    15.7,    -7.9,     3.4,    -9.1,    -2.4,      37,    16.1,    24.1,     8.4,     0.6,     0.9,     1.6,     0.1,     0.1,     0.2,    9.90,   14.03,    6.72,   12.72,
820,2013-03-23,,    12.1,    15.8,   -12.3,    -2.6,   -12.3,    -8.3,      39,    15.9,    23.9,     8.6,     0.6,     0.9,     1.6,     0.1,     0.1,     0.1,    9.81,   13.87,    6.81,   12.71,
820,2013-03-24,,    12.1,    15.8,   -12.5,    -2.8,   -14.0,    -9.5,      39,    15.0,    22.9,     8.5,     0.6,     1.0,     1.6,     0.1,     0.2,     0.2,    9.44,   13.31,    6.78,   12.69,
820,2013-03-25,,    12.1,    15.8,   -11.6,    -1.3,   -12.7,    -8.3,      38,    15.0,    22.7,     9.5,     0.6,     1.0,     1.6,     0.1,     0.2,     0.1,    9.42,   13.21,    7.14,   12.69,
820,2013-03-26,,    12.3,    16.0,    -2.0,     3.3,   -11.9,    -3.3,      37,    14.9,    22.8,     8.6,     0.6,     1.0,     1.6,     0.1,     0.1,     0.2,    9.40,   13.26,    6.80,   12.69,
820,2013-03-27,,    12.3,    16.0,    -1.6,     8.5,    -2.5,     2.4,      36,    14.5,    22.2,     8.9,     0.6,     1.0,     1.6,     0.1,     0.2,     0.1,    9.19,   12.91,    6.90,   12.70,
820,2013-03-28,,    12.3,    16.0,     2.6,    12.5,    -2.0,     4.1,      34,    17.1,    22.8,     8.6,     0.6,     1.0,     1.6,     0.1,     0.1,     0.2,   10.37,   13.25,    6.81,   12.71,
820,2013-03-29,,    12.3,    16.0,     3.2,    12.4,     1.4,     6.2,      34,    23.3,    26.8,     8.9,     0.5,     0.9,     1.6,     0.1,     0.1,     0.1,   13.57,   15.73,    6.92,   12.72,
820,2013-03-30,,    11.5,    16.0,     2.2,    11.2,     1.2,     5.5,      31,    23.2,    30.2,    11.3,     0.5,     0.9,     1.5,     0.1,     0.1,     0.1,   13.52,   18.19,    7.84,   12.73,
820,2013-03-31,,    10.5,    16.0,     2.2,    11.4,     1.6,     5.7,      30,    22.8,    30.2,    13.6,     0.5,     0.8,     1.5,     0.1,     0.1,     0.1,   13.27,   18.24,    8.80,   12.73,
820,2013-04-01,,     9.7,    16.0,     3.3,    13.0,    -0.3,     6.2,      28,    22.9,    29.8,    13.6,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   13.33,   17.87,    8.82,   12.74,
820,2013-04-02,,    10.0,    16.3,    -0.1,     7.8,    -0.1,     2.0,      30,    19.3,    26.8,    13.1,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   11.41,   15.70,    8.60,   12.73,
820,2013-04-03,,    10.1,    16.5,     1.1,     9.6,    -0.6,     2.7,      30,    18.2,    26.1,    12.6,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   10.88,   15.26,    8.38,   12.75,
820,2013-04-04,,     9.5,    16.5,     3.1,    11.8,     0.3,     5.3,      28,    22.5,    29.2,    13.7,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   13.14,   17.40,    8.85,   12.74,
820,2013-04-05,,     8.9,    16.5,     8.0,    13.5,     1.5,     7.8,      26,    22.4,    29.7,    13.8,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   13.08,   17.80,    8.88,   12.76,
820,2013-04-06,,     8.4,    16.6,     1.8,     8.3,     0.7,     4.6,      25,    23.0,    30.3,    14.4,     0.4,     0.8,     1.4,     0.1,     0.1,     0.1,   13.39,   18.31,    9.16,   12.74,
820,2013-04-07,,     8.3,    16.8,     1.1,     8.9,     0.5,     3.3,      25,    20.4,    27.6,    13.9,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   12.02,   16.29,    8.94,   12.75,
820,2013-04-08,,     8.1,    16.8,     5.1,     7.9,    -0.2,     4.3,      24,    20.2,    27.7,    13.1,     0.5,     0.8,     1.3,     0.1,     0.1,     0.1,   11.91,   16.30,    8.60,   12.74,
820,2013-04-09,,     8.3,    17.3,    -7.8,     7.0,    -7.8,    -0.3,      28,    17.7,    25.9,    13.3,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   10.65,   15.10,    8.66,   12.73,
820,2013-04-10,,     8.3,    17.3,    -6.4,    -0.3,   -10.3,    -6.7,      27,    16.4,    25.1,    12.4,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   10.03,   14.63,    8.30,   12.73,
820,2013-04-11,,     8.4,    17.5,    -1.6,     6.2,    -9.6,    -0.7,      24,    16.5,    24.8,    11.9,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   10.10,   14.43,    8.11,   12.74,
820,2013-04-12,,     8.5,    17.6,     0.9,     7.1,    -1.6,     1.5,      25,    22.0,    28.2,    13.1,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   12.82,   16.72,    8.58,   12.73,
820,2013-04-13,,     7.9,    17.6,     1.7,     8.0,    -1.4,     3.2,      22,    22.4,    30.2,    14.7,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   13.04,   18.19,    9.27,   12.73,
820,2013-04-14,,     7.5,    17.6,    -3.5,     6.4,    -3.6,     2.6,      23,    18.2,    26.6,    13.5,     0.5,     0.8,     1.3,     0.1,     0.1,     0.1,   10.88,   15.56,    8.74,   12.67,
820,2013-04-15,,     7.2,    17.7,    -5.1,     2.3,    -6.1,    -2.9,      21,    19.9,    27.0,    12.9,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   11.74,   15.82,    8.52,   12.73,
820,2013-04-16,,     7.6,    18.1,    -4.4,     3.5,    -5.1,    -2.2,      27,    18.0,    26.1,    12.8,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   10.81,   15.22,    8.48,   12.73,
820,2013-04-17,,     7.8,    18.4,    -9.2,    -0.1,    -9.3,    -4.4,      31,    16.6,    24.6,    12.8,     0.5,     0.9,     1.4,     0.1,     0.1,     0.1,   10.14,   14.34,    8.45,   12.71,
820,2013-04-18,,     7.8,    18.4,    -8.2,     1.6,   -10.7,    -6.0,      28,    16.3,    24.4,    12.2,     0.5,     0.9,     1.4,     0.1,     0.1,     0.1,    9.98,   14.19,    8.20,   12.70,
820,2013-04-19,,     7.8,    18.4,    -5.5,     3.3,   -10.0,    -3.0,      26,    15.3,    23.7,    12.2,     0.6,     0.9,     1.4,     0.1,     0.1,     0.1,    9.55,   13.80,    8.23,   12.73,
820,2013-04-20,,     8.0,    18.6,    -0.4,     5.2,    -5.5,    -0.2,      25,    15.6,    23.8,    11.5,     0.6,     0.9,     1.4,     0.1,     0.1,     0.2,    9.68,   13.85,    7.92,   12.73,
820,2013-04-21,,     8.1,    18.7,     1.3,     5.3,    -1.0,     1.4,      24,    17.2,    24.9,    11.6,     0.6,     0.9,     1.4,     0.1,     0.1,     0.1,   10.41,   14.47,    7.97,   12.73,
820,2013-04-22,,     7.9,    18.7,     4.3,     9.2,    -0.6,     4.5,      22,    20.5,    29.2,    12.9,     0.5,     0.8,     1.4,     0.1,     0.1,     0.1,   12.05,   17.41,    8.52,   12.74,
820,2013-04-23,,     7.2,    18.7,    -4.8,     5.9,    -5.5,     1.5,      21,    22.0,    30.1,    14.5,     0.5,     0.8,     1.3,     0.1,     0.1,     0.1,   12.83,   18.10,    9.17,   12.71,
820,2013-04-24,,     6.6,    18.7,    -2.2,     3.7,    -8.3,    -2.0,      19,    21.3,    29.3,    13.9,     0.5,     0.8,     1.3,     0.1,     0.1,     0.1,   12.44,   17.49,    8.94,   12.72,
820,2013-04-25,,     5.9,    18.7,     0.4,     8.1,    -3.8,     2.1,      18,    21.8,    29.9,    15.3,     0.4,     0.7,     1.3,     0.1,     0.1,     0.1,   12.75,   18.00,    9.53,   12.72,
820,2013-04-26,,     5.0,    18.7,     1.8,    10.6,    -1.3,     4.5,      14,    21.1,    29.4,    16.3,     0.4,     0.6,     1.2,     0.1,     0.1,     0.1,   12.38,   17.60,    9.99,   12.73,
